
q1,q2
13.29800000000111,-0.6237540849833279,-1.6378057671106525
13.398000000001144,-0.6237540849833279,-1.6378057671106525
13.498000000001177,-0.6237540849833279,-1.6378057671106525
13.59800000000121,-0.6237540849833279,-1.6378057671106525
13.698000000001244,-0.6237540849833279,-1.6378057671106525
13.798000000001277,-0.6237540849833279,-1.6378057671106525
13.89800000000131,-0.6237540849833279,-1.6378057671106525
13.998000000001344,-0.6237540849833279,-1.6378057671106525
14.098000000001377,-0.6237540849833279,-1.6378057671106525
14.19800000000141,-0.6237540849833279,-1.6378057671106525
14.298000000001444,-0.6237540849833279,-1.6378057671106525
14.398000000001478,-0.6237540849833279,-1.6378057671106525
14.498000000001511,-0.6237540849833279,-1.6378057671106525
14.598000000001544,-0.6237540849833279,-1.6378057671106525
14.698000000001578,-0.6237540849833279,-1.6378057671106525
14.798000000001611,-0.6237540849833279,-1.6378057671106525
14.898000000001645,-0.6237540849833279,-1.6378057671106525
14.998000000001678,-0.6237540849833279,-1.6378057671106525
15.098000000001711,-0.6237540849833279,-1.6378057671106525
15.198000000001745,-0.6237540849833279,-1.6378057671106525
15.298000000001778,-0.6237540849833279,-1.6378057671106525
15.398000000001812,-0.6237540849833279,-1.6378057671106525
15.498000000001845,-0.6237540849833279,-1.6378057671106525
15.598000000001878,-0.6237540849833279,-1.6378057671106525
15.698000000001912,-0.6237540849833279,-1.6378057671106525
15.798000000001945,-0.6237540849833279,-1.6378057671106525
15.898000000001979,-0.6237540849833279,-1.6378057671106525
15.998000000002012,-0.6237540849833279,-1.6378057671106525
16.098000000001957,-0.6237540849833279,-1.6378057671106525
16.1980000000019,-0.6237540849833279,-1.6378057671106525
16.298000000001846,-0.6237540849833279,-1.6378057671106525
16.39800000000179,-0.6237540849833279,-1.6378057671106525
16.498000000001735,-0.6237540849833279,-1.6378057671106525
16.59800000000168,-0.6237540849833279,-1.6378057671106525
16.698000000001624,-0.6237540849833279,-1.6378057671106525
16.79800000000157,-0.6237540849833279,-1.6378057671106525
16.898000000001513,-0.6237540849833279,-1.6378057671106525
16.998000000001458,-0.6237540849833279,-1.6378057671106525
17.098000000001402,-0.6237540849833279,-1.6378057671106525
17.198000000001347,-0.6237540849833279,-1.6378057671106525
17.29800000000129,-0.6237540849833279,-1.6378057671106525
17.398000000001236,-0.6237540849833279,-1.6378057671106525
17.49800000000118,-0.6237540849833279,-1.6378057671106525
17.598000000001125,-0.6237540849833279,-1.6378057671106525
17.69800000000107,-0.6237540849833279,-1.6378057671106525
17.798000000001014,-0.6237540849833279,-1.6378057671106525
17.89800000000096,-0.6237540849833279,-1.6378057671106525
17.998000000000903,-0.6237540849833279,-1.6378057671106525
18.098000000000848,-0.6237540849833279,-1.6378057671106525
18.198000000000793,-0.6237540849833279,-1.6378057671106525
18.298000000000737,-0.6237540849833279,-1.6378057671106525
18.398000000000682,-0.6237540849833279,-1.6378057671106525
18.498000000000626,-0.6237540849833279,-1.6378057671106525
18.59800000000057,-0.6237540849833279,-1.6378057671106525
18.698000000000516,-0.6237540849833279,-1.6378057671106525
18.79800000000046,-0.6237540849833279,-1.6378057671106525
18.898000000000405,-0.6237540849833279,-1.6378057671106525
18.99800000000035,-0.6237540849833279,-1.6378057671106525
19.098000000000294,-0.6237540849833279,-1.6378057671106525
19.19800000000024,-0.6237540849833279,-1.6378057671106525
19.298000000000183,-0.6237540849833279,-1.6378057671106525
19.398000000000128,-0.6237540849833279,-1.6378057671106525
19.498000000000072,-0.6237540849833279,-1.6378057671106525
